Id,SegmentId,blt_distance,label
6.44390762457455,1,10.8450480199089,Upward
4.7781493224877645,1,8.60199461434700,Upward
6.839963323328962,1,9.29838663459313,Upward
9.13627284143293,1,12.9435570769046,Upward
4.526600597807699,1,10.9719831108166,Upward
4.5266436670542545,1,10.7946738857928,Upward
9.283659307759688,1,10.4502604188870,Upward
7.154097150350433,1,10.1374709468973,Upward
3.9092758279681914,1,9.36372165447446,Upward
6.564176544470031,1,12.0744600345441,Upward
3.9251645353495626,1,7.93185704913059,Upward
3.9190992360045884,1,8.45025050610435,Upward
5.775609261544331,1,7.90733938903753,Upward
0.12169598186809188,1,4.41469518872310,Upward
0.615832829763558,1,8.27817629439624,Upward
3.665796284707407,1,11.0429502061802,Upward
2.483871571557524,1,7.80633019088803,Upward
5.965236861871877,1,11.7711736693512,Upward
2.7588150816323345,1,8.73957021467070,Upward
1.4359229933415663,1,6.16941256040474,Upward
8.98574328844766,1,12.4097409867766,Upward
4.548576431578491,1,11.8866195145070,Upward
5.318011065644758,1,9.54132284117990,Upward
1.4032769974586226,1,10.0798706737431,Upward
3.7127665037851107,1,4,Upward
5.431848876421066,1,11.1337566332941,Upward
2.1214257934134877,1,7.87553578055075,Upward
6.126442315826138,1,9.54984540953285,Upward
3.5651885178249567,1,8.73497568981640,Upward
4.375653180857381,1,5.51497470317668,Upward
3.5623870047293,1,8.17949233272747,Upward
10.0,1,13.0000000000000,Upward
5.105454590921452,1,12.1079298457922,Upward
2.366137003849162,1,6.94332855624117,Upward
7.298669370359299,1,9.33480236639932,Upward
1.9381859724667954,1,6.72042948368986,Upward
5.688780496084839,1,11.4514843029523,Upward
0.0,1,7.05484620609514,Upward
1.6565913907900536,1,6.50463840033365,Upward
5.657294342116752,1,10.7177934848918,Upward
7.078104123126664,1,10.8151952373486,Upward
5.590417898322769,1,11.4881860513755,Upward
4.837478612796278,1,8.07328692083302,Upward
4.350967783693669,1,8.45229545737876,Upward
1.2622105406138795,1,6.51695363557899,Upward
3.2524730536263062,1,5.78483581630141,Upward
3.932454565611933,1,9.31488852630409,Upward
7.914043176975477,1,11.5995652024415,Upward
6.042286587096514,1,10.0410669887847,Upward
0.5158253801194798,1,6.35710597580021,Upward
11.148788092580178,2,6.76365250478136,Upward
13.41880724788023,2,8.31819024111848,Upward
13.596649715278643,2,7.58145234087334,Upward
12.54790175784781,2,7.65753365480274,Upward
14.010680415985107,2,8.65842104235966,Upward
15.300810149037282,2,8.66016941005130,Upward
18.683125385274597,2,13.0000000000000,Upward
14.777139802058379,2,9.30648740196013,Upward
